Name,URI,Popularity,Genres,Followers
Becky G,spotify:artist:4obzFoKoKRHIphyHzJ35G3,77.0,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",14269537.0
Megan Thee Stallion,spotify:artist:181bsRPaVXVlUKXrxwZfHK,77.0,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",8374853.0
Shawn Mendes,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,81.0,"['canadian pop', 'pop', 'viral pop']",42650077.0
The Rare Occasions,spotify:artist:1QfpRUtH14JLoY6F6AYmwt,64.0,['la indie'],316964.0
Jaymes Young,spotify:artist:6QrQ7OrISRYIfS5mtacaw2,67.0,['indie poptimism'],914046.0
Lauren Spencer Smith,spotify:artist:79AyR6ATpj2LTPxfb6FX50,69.0,"['alt z', 'gen z singer-songwriter']",1282080.0
Tate McRae,spotify:artist:45dkTj5sMRSjrmBSBeiHym,86.0,"['alt z', 'pop']",4522652.0
Omar Apollo,spotify:artist:5FxD8fkQZ6KcsSYupDVoSO,67.0,"['bedroom pop', 'bedroom soul']",922578.0
Demi Lovato,spotify:artist:6S2OmqARrzebs0tKUEyXyp,76.0,"['pop', 'post-teen pop']",26286616.0
Nicky Youre,spotify:artist:7qmpXeNz2ojlMl2EEfkeLs,66.0,['singer-songwriter pop'],206475.0
Meghan Trainor,spotify:artist:6JL8zeS1NmiOftqZTRgdTz,79.0,"['hip pop', 'pop']",14405048.0
Latto,spotify:artist:3MdXrJWsbVzdn6fe5JYkSQ,80.0,['trap queen'],1395786.0
Central Cee,spotify:artist:5H4yInM5zmHqpKIoMNAx4r,80.0,"['melodic drill', 'r&drill']",4668693.0
Giveon,spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP,76.0,['r&b'],3449444.0
Kali Uchis,spotify:artist:1U1el3k54VvEUzo3ybLPlM,83.0,['colombian pop'],6042628.0
Masked Wolf,spotify:artist:1uU7g3DNSbsu0QjSEqZtEd,63.0,['australian hip hop'],706301.0
Tiësto,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,82.0,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",7171772.0
CKay,spotify:artist:048LktY5zMnakWq7PTtFrz,67.0,"['afro r&b', 'afrobeats']",1399386.0
Bella Poarch,spotify:artist:26cMerAxjx9GedFt0lMDjm,64.0,['modern alternative pop'],1217813.0
Cardi B,spotify:artist:4kYSro6naA4h99UJvo89HB,78.0,"['pop', 'rap']",22999181.0
Selena Gomez,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,82.0,"['pop', 'post-teen pop']",47451993.0
Lorde,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,75.0,"['art pop', 'metropopolis', 'nz pop', 'pop']",9968576.0
Roddy Ricch,spotify:artist:757aE44tKEUQEqRuT6GnEB,76.0,"['melodic rap', 'rap', 'trap']",10181899.0
Lil Tjay,spotify:artist:6jGMq4yGs7aQzuGsMgVgZR,78.0,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",7768009.0
CJ,spotify:artist:7arQA31aZVS8yS6zUveWzb,59.0,['nyc rap'],230562.0
24kGoldn,spotify:artist:6fWVd57NKTalqvmjRd2t8Z,69.0,"['cali rap', 'pop rap']",2150516.0
Internet Money,spotify:artist:6MPCFvOQv5cIGfw3jODMF0,67.0,"['pop rap', 'trap']",778918.0
DJ Snake,spotify:artist:540vIaP2JwjQb9dm3aArA4,77.0,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",8662580.0
Pop Smoke,spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,79.0,"['brooklyn drill', 'rap']",13524540.0
Joel Corry,spotify:artist:6DgP9otnZw5z6daOntINxp,71.0,"['dance pop', 'pop dance', 'uk dance']",390291.0
Saweetie,spotify:artist:6cK3NBO6uP7hh0oyuVELFl,67.0,"['cali rap', 'trap queen']",2031894.0
Guns N' Roses,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,78.0,"['glam metal', 'hard rock', 'rock']",30302586.0
Farruko,spotify:artist:329e4yvIujISKGKz1BZZbO,81.0,"['reggaeton', 'trap latino', 'urbano latino']",15675180.0
WILLOW,spotify:artist:3rWZHrfrsPBxVy692yAIxF,69.0,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",2401760.0
Marshmello,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,84.0,"['brostep', 'edm', 'pop', 'progressive electro house']",34530713.0
Duncan Laurence,spotify:artist:3klZnJvYGIbWritVwQD434,65.0,['dutch pop'],525255.0
THE ANXIETY,spotify:artist:64H8UqGLbJFHwKtGxiV8OP,58.0,['modern alternative pop'],166450.0
Oliver Tree,spotify:artist:6TLwD7HPWuiOzvXEa3oCNe,71.0,['alternative hip hop'],2388284.0
StarBoi3,spotify:artist:2WgfkM8S11vg4kxLgDY3F5,49.0,['viral rap'],31382.0
Powfu,spotify:artist:6bmlMHgSheBauioMgKv2tn,68.0,"['sad lo-fi', 'sad rap']",1244494.0
Lil Mosey,spotify:artist:5zctI4wO9XSKS8XwcnqEHk,67.0,"['melodic rap', 'rap conscient']",5331092.0
Arizona Zervas,spotify:artist:0vRvGUQVUjytro0xpb26bs,62.0,"['indie pop rap', 'pop rap', 'rhode island rap']",738256.0
Trevor Daniel,spotify:artist:7uaIm6Pw7xplS8Dy06V6pT,63.0,['melodic rap'],795772.0
Lady Gaga,spotify:artist:1HY2Jd0NmPuamShAr6KMms,84.0,"['art pop', 'dance pop', 'pop']",28873813.0
StaySolidRocky,spotify:artist:1XLWox9w1Yvbodui0SRhUQ,58.0,['melodic rap'],189221.0
DaBaby,spotify:artist:4r63FhuTkUYltbVAg5TQnk,78.0,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",11557747.0
JP Saxe,spotify:artist:66W9LaWS0DPdL7Sz8iYGYe,65.0,"['alt z', 'canadian contemporary r&b', 'singer-songwriter pop']",483582.0
Surfaces,spotify:artist:4ETSs924pXMzjIeD6E9b4u,63.0,['bedroom soul'],911737.0
SAINt JHN,spotify:artist:0H39MdGGX6dbnnQPt6NQkZ,66.0,"['melodic rap', 'slap house']",1019833.0
Ritt Momney,spotify:artist:7MPGCB854Qo4alYMOPkBka,55.0,['bedroom pop'],135149.0
Don Toliver,spotify:artist:4Gso3d4CscCijv0lmajZWs,81.0,"['pop rap', 'rap', 'trap']",3645391.0
BENEE,spotify:artist:0Cp8WN4V8Tu4QJQwCN5Md4,63.0,"['alt z', 'nz pop']",777721.0
J Balvin,spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5,84.0,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",37389487.0
Regard,spotify:artist:4ofCBoyEiGSePFAG500xev,66.0,"['pop dance', 'pop edm', 'slap house', 'uk dance']",234047.0
Surf Mesa,spotify:artist:1lmU3giNF3CSbkVSQmLpHQ,59.0,['pop edm'],166645.0
Jawsh 685,spotify:artist:56mfhUDKa1vec6rSLZV5Eg,58.0,['nz pop'],116639.0
DJ Khaled,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,74.0,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",10864023.0
Halsey,spotify:artist:26VFTg2z8YR0cCuwLzESi2,80.0,"['electropop', 'etherpop', 'indie poptimism', 'pop']",21253837.0
Tones And I,spotify:artist:2NjfBq1NflQcKSeiDooVjY,68.0,['australian pop'],2983783.0
THE SCOTTS,spotify:artist:2PaZWGu5T5nHjY2xxAkFsT,56.0,[],206036.0
Topic,spotify:artist:0u6GtibW46tFX7koQ6uNJZ,71.0,"['german dance', 'pop dance', 'pop edm', 'uk dance']",229310.0
Machine Gun Kelly,spotify:artist:6TIYQ3jFPwQSRmorSezPxX,75.0,"['ohio hip hop', 'pop rap']",5165955.0
Noah Cyrus,spotify:artist:55fhWPvDiMpLnE4ZzNXZyW,70.0,"['alt z', 'pop']",1244303.0
Maluma,spotify:artist:1r4hJ1h58CWwUQe3MxPuau,84.0,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",34195000.0
Melanie Martinez,spotify:artist:63yrD80RY3RNEM2YDpUpO8,79.0,"['alt z', 'electropop', 'pop']",19145859.0
Khalid,spotify:artist:6LuN9FCkKOj5PcnpouEgny,82.0,"['pop', 'pop r&b']",16163818.0
PARTYNEXTDOOR,spotify:artist:2HPaUgqeutzr3jx5a9WyDV,78.0,"['r&b', 'rap', 'urban contemporary']",6067117.0
Jonas Brothers,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,77.0,"['boy band', 'pop']",7389490.0
Jason Derulo,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,77.0,"['dance pop', 'pop']",11928912.0
Alec Benjamin,spotify:artist:5IH6FPUwQTxPSXurCrcIov,75.0,"['alt z', 'pop', 'pov: indie']",4803021.0
Gesaffelstein,spotify:artist:3hteYQFiMFbJY7wS0xDymP,71.0,['dark clubbing'],550006.0
Ava Max,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F,78.0,['pop'],6397704.0
Lil Tecca,spotify:artist:4Ga1P7PMIsmqEZqhYZQgDo,80.0,"['melodic rap', 'pluggnb', 'rap']",6794823.0
Panic! At The Disco,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,75.0,"['modern rock', 'pop']",12044160.0
Meek Mill,spotify:artist:20sxb77xiYeusSH8cVdatc,73.0,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",7705441.0
Daddy Yankee,spotify:artist:4VMYDCV2IEDYJArk749S6m,84.0,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",33771246.0
Daveed Diggs,spotify:artist:3twuAojvYNrlWZpMkxLm3P,71.0,"['alternative hip hop', 'show tunes']",95317.0
A Boogie Wit da Hoodie,spotify:artist:31W5EY0aAly4Qieq6OFu6I,79.0,"['melodic rap', 'rap', 'trap']",7921084.0
Kehlani,spotify:artist:0cGUm45nv7Z6M6qdXYQGTX,72.0,"['pop', 'r&b', 'rap']",7418131.0
Kygo,spotify:artist:23fqKkggKUBHNkbKtXEls4,76.0,"['edm', 'pop', 'pop dance', 'tropical house']",8375403.0
Dan + Shay,spotify:artist:7z5WFjZAIYejWy0NI5lv4T,72.0,"['contemporary country', 'country', 'country road']",3102077.0
Paulo Londra,spotify:artist:3vQ0GE3mI0dAaxIMYe5g7z,74.0,"['argentine hip hop', 'trap argentino', 'trap latino', 'urbano latino']",22607528.0
Lauv,spotify:artist:5JZ7CnR6gTvEMKX4g70Amv,74.0,['pop'],6092091.0
Mabel,spotify:artist:1MIVXf74SZHmTIp4V4paH4,64.0,"['pop', 'uk pop']",1939914.0
Mustard,spotify:artist:0YinUQ50QDB7ZxSCLyQ40k,70.0,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1137721.0
Dominic Fike,spotify:artist:6USv9qhCn6zfxlBQIYJ9qs,75.0,"['alternative pop rock', 'pov: indie']",1481965.0
Mark Ronson,spotify:artist:3hv9jJF3adDNsBSIQDqcjp,73.0,['pop soul'],1052263.0
Lunay,spotify:artist:47MpMsUfWtgyIIBEFOr4FE,70.0,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",9196390.0
NLE Choppa,spotify:artist:0ErzCpIMyLcjPiwT4elrtZ,79.0,"['memphis hip hop', 'rap']",7406590.0
Pedro Capó,spotify:artist:4QVBYiagIaa6ZGSPMbybpy,66.0,"['latin pop', 'puerto rican pop']",1630459.0
MEDUZA,spotify:artist:0xRXCcSX89eobfrshSVdyu,75.0,"['edm', 'pop dance', 'pop house', 'uk dance']",708146.0
Sech,spotify:artist:77ziqFxp5gaInVrF2lj4ht,77.0,"['panamanian pop', 'reggaeton', 'trap latino', 'urbano latino']",11981128.0
Flipp Dinero,spotify:artist:2HUwZ0kumzCSlhFcjFZfpp,56.0,"['melodic rap', 'trap']",1285289.0
iann dior,spotify:artist:6ASri4ePR7RlsvIQgWPJpS,69.0,['melodic rap'],1805736.0
Calvin Harris,spotify:artist:7CajNmpbOovFoOoasH2HaY,84.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",23063806.0
Freya Ridings,spotify:artist:5pDjmC5mRl7vDJhsjVwNfk,59.0,['uk pop'],383130.0
Normani,spotify:artist:2cWZOOzeOm4WmBJRnD5R7I,67.0,"['pop', 'r&b']",2582494.0
5 Seconds of Summer,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,75.0,"['boy band', 'pop']",9793995.0
Katy Perry,spotify:artist:6jJ0s89eD6GaHleKKya26X,83.0,['pop'],31217159.0
AJ Tracey,spotify:artist:4Xi6LSfFqv26XgP9NKN26U,66.0,"['grime', 'uk hip hop', 'ukg revival']",1270584.0
Young Thug,spotify:artist:50co4Is1HCEo8bhOyUWKpn,83.0,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",9359451.0
girl in red,spotify:artist:3uwAm6vQy7kWPS2bciKWx9,74.0,"['bedroom pop', 'indie pop', 'norwegian indie', 'pov: indie']",6802678.0
Offset,spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW,79.0,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",3506184.0
Piso 21,spotify:artist:4bw2Am3p9ji3mYsXNXtQcd,75.0,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",9139051.0
Anne-Marie,spotify:artist:1zNqDE7qDGCsyzJwohVaoX,77.0,['pop'],11547953.0
NF,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz,79.0,"['hip hop', 'pop rap']",9392868.0
Zedd,spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,73.0,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']",5942603.0
Dynoro,spotify:artist:3v6Ji4uoWtKRkhuDUaxi9n,64.0,['edm'],262982.0
G-Eazy,spotify:artist:02kJSzxNuaWGqwubyUba0Z,74.0,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",5197808.0
Loud Luxury,spotify:artist:6t1gpxYbY8OlLA7D2RiikQ,68.0,"['edm', 'pop dance']",652879.0
Sheck Wes,spotify:artist:2RDOrhPqAM4jzTRCEb19qX,62.0,"['pop rap', 'rap', 'trap']",1545628.0
Dean Lewis,spotify:artist:3QSQFmccmX81fWCUSPTS7y,74.0,"['australian pop', 'pop']",2922436.0
Dennis Lloyd,spotify:artist:3EOEK57CV77D4ovYVcmiyt,64.0,['israeli pop'],662210.0
George Ezra,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j,72.0,"['folk-pop', 'neo-singer-songwriter']",4138970.0
Hailee Steinfeld,spotify:artist:5p7f24Rk5HkUZsaS3BLG5F,68.0,['pop'],8859836.0
Migos,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,75.0,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",13641592.0
Nio Garcia,spotify:artist:5hdhHgpxyniooUiQVaPxQ0,69.0,"['reggaeton', 'trap latino', 'urbano latino']",5281975.0
Bazzi,spotify:artist:4GvEc3ANtPPjt1ZJllr5Zl,69.0,['pop'],5503113.0
Zac Efron,spotify:artist:6U1dBXJhC8gXFjamvFTmHg,66.0,"['hollywood', 'movie tunes', 'post-teen pop']",801048.0
benny blanco,spotify:artist:5CiGnKThu5ctn9pBxv7DGa,72.0,['pop'],1106768.0
Ella Mai,spotify:artist:7HkdQ0gt53LP4zmHsL0nap,68.0,"['r&b', 'rap', 'uk contemporary r&b']",5331960.0
Nicky Jam,spotify:artist:1SupJlEpv7RS2tPNRaHViT,79.0,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",18917585.0
The 1975,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,75.0,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",7030699.0
Bebe Rexha,spotify:artist:64M6ah0SkkRsnPGtGiRAbb,79.0,"['dance pop', 'pop']",8794649.0
Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,72.0,"['contemporary country', 'country', 'country road', 'modern country rock']",6352974.0
Tom Walker,spotify:artist:7z2avKuuiMAT4XZJFv8Rvh,65.0,"['indie anthem-folk', 'uk pop']",1133757.0
Reik,spotify:artist:0vR2qb8m9WHeZ5ByCbimq2,77.0,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton', 'urbano latino']",8613606.0
BlocBoy JB,spotify:artist:4TEJudQY2pXxVHPE3gD2EU,57.0,"['memphis hip hop', 'rap', 'tennessee hip hop', 'trap']",1382378.0
Rudimental,spotify:artist:4WN5naL3ofxrVBgFpguzKo,66.0,"['pop dance', 'uk dance', 'uk funky']",1358357.0
FINNEAS,spotify:artist:37M5pPGs6V1fchFJSgCguX,67.0,"['alt z', 'la indie', 'pop', 'pov: indie']",1908449.0
Jonas Blue,spotify:artist:1HBjj22wzbscIZ9sEb5dyf,73.0,"['pop', 'pop dance', 'tropical house', 'uk dance']",3791146.0
Hugh Jackman,spotify:artist:5F1aoppMtU3OMiltO8ymJ2,65.0,"['hollywood', 'show tunes']",583159.0
Jay Rock,spotify:artist:28ExwzUQsvgJooOI0X1mr3,71.0,"['conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",1457880.0
Rich The Kid,spotify:artist:1pPmIToKXyGdsCF6LmqLmI,66.0,"['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']",3204260.0
Tyga,spotify:artist:5LHRHt1k9lMyONurDHEdrp,78.0,"['hip hop', 'pop rap', 'rap', 'trap']",6847837.0
Florida Georgia Line,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,72.0,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",5395293.0
Justin Timberlake,spotify:artist:31TPClRtHm23RisEBtV3X7,81.0,"['dance pop', 'pop']",13562699.0
Clean Bandit,spotify:artist:6MDME20pz9RveH9rEXvrOM,72.0,"['pop', 'uk dance', 'uk funky']",5354520.0
King Princess,spotify:artist:6beUvFUlKliUYJdLOXNj9C,56.0,"['alt z', 'indie pop', 'nyc pop']",1715754.0
Lil Dicky,spotify:artist:1tqhsYv8yBBdwANFNzHtcr,59.0,"['comedy rap', 'indie pop rap', 'pop rap']",1962883.0
6ix9ine,spotify:artist:7gZfnEnfiaHzxARJ2LeXrf,68.0,['emo rap'],6887201.0
Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,78.0,"['atl hip hop', 'hip hop', 'rap']",12017284.0
Sofía Reyes,spotify:artist:0haZhu4fFKt0Ag94kZDiz2,66.0,"['latin pop', 'latin viral pop', 'mexican pop', 'reggaeton']",3104923.0
Keala Settle,spotify:artist:7HV2RI2qNug4EcQqLbCAKS,62.0,"['broadway', 'hollywood', 'show tunes']",156931.0
French Montana,spotify:artist:6vXTefBL93Dj5IqAWq6OTv,73.0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5256147.0
ZAYN,spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,74.0,"['pop', 'uk pop']",22805331.0
Sean Paul,spotify:artist:3Isy6kedDrgPYoTS1dazA9,78.0,"['dance pop', 'dancehall', 'pop', 'pop rap']",4538356.0
Playboi Carti,spotify:artist:699OTQXzgjhIYAHMy9RyPD,84.0,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",9650499.0
Portugal. The Man,spotify:artist:4kI8Ie27vjvonwaB2ePh8T,66.0,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']",1419645.0
Axwell /\ Ingrosso,spotify:artist:2XnBwblw31dfGnspMIwgWz,64.0,"['edm', 'pop dance']",2452292.0
Chord Overstreet,spotify:artist:5D3muNJhYYunbRkh3FKgX0,62.0,['acoustic pop'],192542.0
MGMT,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,72.0,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",2936220.0
Rag-and-Bone Man,spotify:artist:1ei2gSH7hq5XzDjQbfW3xb,0.0,[],8.0
Macklemore,spotify:artist:3JhNCzhSMTxs9WLGJJxWOY,76.0,"['pop rap', 'seattle hip hop']",2135013.0
Martin Garrix,spotify:artist:60d24wfXkVzDSfLS6hyCjZ,74.0,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",15436472.0
Lil Peep,spotify:artist:2kCcBybjl3SAtIcwdWpUe3,81.0,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",11343125.0
Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,75.0,['pop'],9849822.0
Julia Michaels,spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m,73.0,['pop'],5076721.0
P!nk,spotify:artist:1KCSPY1glIKqW2TotWuXOR,79.0,"['dance pop', 'pop']",16203273.0
Rae Sremmurd,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,71.0,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",7361287.0
Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,73.0,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",5984033.0
Rob $tone,spotify:artist:2hWs22BmQkK4czFtDLnar2,57.0,"['san diego rap', 'viral trap']",257689.0
NATTI NATASHA,spotify:artist:1GDbiv3spRmZ1XdM1jQbT7,71.0,"['latin pop', 'rap latina', 'reggaeton', 'urbano latino']",9743651.0
Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,75.0,"['hawaiian hip hop', 'pop rap']",5012421.0
A$AP Ferg,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,69.0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3711004.0
Alessia Cara,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,73.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",11847710.0
Aminé,spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ,67.0,"['pop rap', 'portland hip hop', 'rap', 'underground hip hop']",1915823.0
blackbear,spotify:artist:2cFrymmkijnjDg9SS92EPM,73.0,['pop'],4906753.0
Foster The People,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,69.0,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",3741793.0
The Vamps,spotify:artist:7gAppWoH7pcYmphCVTXkzs,66.0,"['boy band', 'pop']",5822769.0
Kyle Richh,spotify:artist:0hF6lbAjRsq4svrQUr5sgU,67.0,['new york drill'],214303.0
Desiigner,spotify:artist:7pFeBzX627ff0VnN6bxPR4,60.0,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",3516277.0
Lukas Graham,spotify:artist:25u4wHJWxCA9vO0CzxAbK7,70.0,"['danish pop', 'scandipop']",2144955.0
Bryson Tiller,spotify:artist:2EMAnMvWE2eb56ToJVfCWs,78.0,"['kentucky hip hop', 'r&b', 'rap']",7805697.0
DNCE,spotify:artist:6T5tfhQCknKG4UnH90qGnz,67.0,"['dance pop', 'pop']",4568417.0
Calum Scott,spotify:artist:6ydoSd3N2mwgwBHtF6K7eX,74.0,['pop'],5450562.0
Mike Posner,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa,68.0,"['dance pop', 'pop', 'pop dance', 'pop rap']",1363509.0
Alan Walker,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,80.0,['electro house'],39215072.0
Kungs,spotify:artist:7keGfmQR4X5w0two1xKZ7d,69.0,"['edm', 'pop dance', 'uk dance']",930935.0
Flo Rida,spotify:artist:0jnsk9HBra6NMjO2oANoPY,78.0,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",8672985.0
The Lumineers,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,77.0,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",5303157.0
X Ambassadors,spotify:artist:3NPpFNZtSTHheNBaWC82rB,70.0,"['modern alternative rock', 'modern rock', 'stomp pop']",2963322.0
Fifth Harmony,spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt,67.0,"['girl group', 'pop', 'talent show']",16151930.0
gnash,spotify:artist:3iri9nBFs9e4wN7PLIetAw,61.0,"['alt z', 'pop']",1581687.0
Alok,spotify:artist:0NGAZxHanS9e0iNHpR8f2W,78.0,"['electro house', 'pop nacional', 'slap house']",11806296.0
Zara Larsson,spotify:artist:1Xylc3o4UrD53lo9CvFvVg,76.0,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",10404730.0
Little Mix,spotify:artist:3e7awlrlDSwF3iM0WBjGMp,73.0,"['girl group', 'pop', 'talent show', 'uk pop']",11781909.0
Daya,spotify:artist:6Dd3NScHWwnW6obMFbl1BH,67.0,"['alt z', 'pop']",1543845.0
Cage The Elephant,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,72.0,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",3512191.0
SAYGRACE,spotify:artist:6y5amJcTjeDgLXIjtQLMst,56.0,['r&b'],181466.0
James TW,spotify:artist:0B3N0ZINFWvizfa8bKiz4v,63.0,"['british singer-songwriter', 'uk pop']",1365916.0
Maggie Rogers,spotify:artist:4NZvixzsSefsNiIqXn0NDe,68.0,['indie pop'],1018104.0
Flume,spotify:artist:6nxWCVXbOlEVRexSbLsTer,69.0,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']",2416659.0
Burak Yeter,spotify:artist:4ON1ruy5ijE7ZPQthbrkgI,54.0,['electro house'],156473.0
Astrid S,spotify:artist:3AVfmawzu83sp94QW7CEGm,63.0,"['alt z', 'norwegian pop', 'pop', 'uk pop']",1326673.0
Snakehips,spotify:artist:2FwJwEswyIUAljqgjNSHgP,59.0,"['electropop', 'uk dance']",355361.0
Mike Perry,spotify:artist:6lB8vOoI4DRrrVxXwuV19c,62.0,"['pop dance', 'swedish tropical house']",1498116.0
Kevin Gates,spotify:artist:1gPhS1zisyXr5dHTYZyiMe,71.0,"['baton rouge rap', 'rap', 'southern hip hop', 'trap']",6039894.0
Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,75.0,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']",6243834.0
Nick Jonas,spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi,63.0,"['dance pop', 'pop']",9640783.0
Enrique Iglesias,spotify:artist:7qG3b048QCHVRO5Pv1T5lw,76.0,"['dance pop', 'latin pop', 'mexican pop']",11083422.0
Galantis,spotify:artist:4sTQVOfp9vEMCemLw50sbu,68.0,"['dance pop', 'edm', 'pop', 'pop dance']",3355729.0
Jon Bellion,spotify:artist:50JJSqHUf2RQ9xsHs0KMHg,64.0,['indie pop rap'],1395285.0
Andy Grammer,spotify:artist:2oX42qP5ineK3hrhBECLmj,65.0,"['neo mellow', 'post-teen pop', 'viral pop']",1182974.0
Fitz and The Tantrums,spotify:artist:4AcHt3JxKy59IX7JNNlZn4,66.0,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'pov: indie']",876010.0
Morgan Wallen,spotify:artist:4oUHIQIBe0LHzYfvXNW4QM,86.0,['contemporary country'],8132609.0
Wiz Khalifa,spotify:artist:137W8MRPWKqSmrBGDBFSop,80.0,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",11071550.0
Ellie Goulding,spotify:artist:0X2BH1fck6amBIoJhDVmmJ,78.0,"['indietronica', 'metropopolis', 'pop', 'uk pop']",12340482.0
Tame Impala,spotify:artist:5INjqkS1o8h1imAzPqGZBb,78.0,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",7249860.0
KALEO,spotify:artist:7jdFEYD2LTYjfwxOdlVjmc,69.0,"['icelandic indie', 'icelandic rock', 'modern alternative rock']",1683724.0
