Name,URI,Popularity,Genres,Followers
Mario,spotify:artist:20s0P9QLxGqKuCsGwFsp7w,65,"['dance pop', 'r&b', 'southern hip hop', 'urban contemporary']",3381729
Khia,spotify:artist:3q7isf09BuwXLyR2khBs60,44,"['hip pop', 'trap queen']",231164
DJ Sammy,spotify:artist:4z4m1P0iX2nRSPDBEZ8LBT,50,['eurodance'],90711
Elvis Presley,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,75,"['rock-and-roll', 'rockabilly']",9371272
Michelle Branch,spotify:artist:5rScKX1Sh1U67meeUyTGwk,53,"['candy pop', 'lilith', 'neo mellow', 'pop rock']",647955
Musiq Soulchild,spotify:artist:3UVRliakQfa1pMWIsNuiZ8,54,"['contemporary r&b', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",1127872
Tweet,spotify:artist:6zDBeei6hHRiZdAJ6zoTCo,42,"['contemporary r&b', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",600707
Ronan Keating,spotify:artist:3nlHsNqwCSvT988ZfSW1Yh,58,"['europop', 'talent show']",1076886
Alanis Morissette,spotify:artist:6ogn9necmbUdCppmNnGOdi,65,"['canadian pop', 'canadian singer-songwriter', 'lilith', 'neo mellow', 'pop rock', 'singer-songwriter']",2783218
Stereophonics,spotify:artist:21UJ7PRWb3Etgsu99f8yo8,60,"['britpop', 'welsh rock']",1536325
Truth Hurts,spotify:artist:0HCeK90YUyjWi0utTPYXw1,39,['hip pop'],45802
The Goo Goo Dolls,spotify:artist:2sil8z5kiy4r76CRTXxBCA,69,"['neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",2752592
Richy Mitch & The Coal Miners,spotify:artist:4qU7IJSReZnsLy5907Mtau,70,['modern folk rock'],162036
Holly Valance,spotify:artist:7gRmesSjINzb4xXApfMV5E,33,"['australian pop', 'bubblegum dance', 'europop', 'talent show']",120524
Faith Evans,spotify:artist:5NDMothbpdpq2xHqSjrrWn,61,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",1620096
Brandy,spotify:artist:05oH07COxkXKIMt6mIPRee,62,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",3558318
Dirty Vegas,spotify:artist:2IkHcHKErbWa0TA14yHkbl,35,[],45008
Gareth Gates,spotify:artist:4nNwfeVaNJlfz8RdCT5MJO,41,"['europop', 'talent show']",156914
Banda Arkangel R-15,spotify:artist:2W5zpA1UnG5QaA3p3668xE,47,"['banda', 'duranguense', 'grupera', 'musica nayarita', 'norteno', 'tecnobanda']",125318
*NSYNC,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,66,"['boy band', 'dance pop', 'pop']",2349564
Darius Rucker,spotify:artist:7FY5V3XMwlNBPitEjXowHQ,64,"['black americana', 'contemporary country', 'country', 'country road', 'modern country rock']",2542064
Charli Baltimore,spotify:artist:6xzdpjZ5OURzMdpjCFW008,29,['hip pop'],83682
Big Brovaz,spotify:artist:0tTPYQGpkJ49RMbtCOQfDY,33,['uk garage'],40978
Aaliyah,spotify:artist:0urTpYCsixqZwgNTkPJOJ4,64,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",4280473
Liberty X,spotify:artist:6htUPs3clIStnkvg5jimKZ,34,"['europop', 'girl group', 'talent show']",141865
Blazin' Squad,spotify:artist:5dEFm1RwaTSXpQSpzpYKF2,25,[],25292
Angie Martinez,spotify:artist:6VJqy1YyzrK4ZhgGs9cNTy,34,[],19724
Shaggy,spotify:artist:5EvFsr3kj42KNv97ZEnqij,69,"['dance pop', 'pop rap', 'reggae fusion']",2159915
Sophie Ellis-Bextor,spotify:artist:2cBh5lVMg222FFuRU7EfDE,68,"['dance pop', 'europop', 'new wave pop']",492668
Jimmy Eat World,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,65,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",1540832
Incubus,spotify:artist:3YcBF2ttyueytpXtEzn1Za,67,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",3219132
Weezer,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,70,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",3504700
Alien Ant Farm,spotify:artist:6TZdvF1kFzwnQLgHQynzsO,57,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge']",833452
Sum 41,spotify:artist:0qT79UgT5tY4yudH9VfsdT,70,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'pop punk', 'post-grunge', 'punk', 'rock']",3808662
Crazy Town,spotify:artist:4iSKnRZAxkmqNok6tv10Se,55,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",520106
Enya,spotify:artist:6uothxMWeLWIhsGeF7cyo4,68,"['celtic', 'gregorian dance', 'operatic pop']",2136544
Blu Cantrell,spotify:artist:6vytZ677lz4LzCrUDcDokM,55,"['hip pop', 'urban contemporary']",279863
Lasgo,spotify:artist:25Kw8f1zcn9VtUk5Nl3qrp,51,"['belgian dance', 'belgian pop', 'eurodance']",125357
Lenny Kravitz,spotify:artist:5gznATMVO85ZcLTkE9ULU7,67,"['permanent wave', 'rock']",3188550
Michael Jackson,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,79,"['r&b', 'soul']",30685439
Gabrielle Aplin,spotify:artist:3w6zswp5THsSKYLICUbDTZ,51,"['acoustic pop', 'indie anthem-folk', 'neo-singer-songwriter', 'uk pop', 'viral pop']",672755
Afroman,spotify:artist:4Icvbp9RDt5aY2TWDOVDsr,55,['comedy rap'],455545
Jagged Edge,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,58,"['atl hip hop', 'contemporary r&b', 'r&b', 'urban contemporary']",2087525
Jamiroquai,spotify:artist:6J7biCazzYhU3gM9j1wfid,65,['dance pop'],2369589
Staind,spotify:artist:5KDIH2gF0VpelTqyQS7udb,62,"['alternative metal', 'nu metal', 'post-grunge']",2500666
Rui Da Silva,spotify:artist:1kx78nQhmITF7OFvivyN4v,50,"['classic house', 'portuguese electronic']",34550
Sueño Profundo Club,spotify:artist:0ABU5rOo3hIfRLxQVIDz0x,69,['musica de fondo'],11760
Lifehouse,spotify:artist:5PokPZn11xzZXyXSfnvIM3,61,"['neo mellow', 'pop rock', 'post-grunge']",1988238
112,spotify:artist:7urq0VfqxEYEEiZUkebXT4,61,"['atl hip hop', 'boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",1164710
Janet Jackson,spotify:artist:4qwGe91Bz9K2T8jXTZ815W,62,"['dance pop', 'r&b', 'urban contemporary']",3866627
Sunshine Anderson,spotify:artist:0hnmRa5ahunapQbPjKUbMK,41,"['contemporary r&b', 'hip pop', 'r&b']",172324
The Supermen Lovers,spotify:artist:08dJ0NJ9jMf8qdLmdhQ2yA,43,['filter house'],30058
Old Town School of Folk Music,spotify:artist:68xJjwAFcVSDmF9vTlnqi8,44,"[""children's folk""]",12117
Trick Daddy,spotify:artist:12FHARd9fY0Tu0ila4Ua25,54,"['crunk', 'dirty south rap', 'miami hip hop', 'southern hip hop']",1055720
Faith Hill,spotify:artist:25NQNriVT2YbSW80ILRWJa,58,"['contemporary country', 'country', 'country dawn', 'country road']",1819835
Sugar Ray,spotify:artist:4uN3DsfENc7dp0OLO0FEIb,58,"['alternative metal', 'funk metal', 'pop rock', 'post-grunge']",956614
Geri Halliwell,spotify:artist:5orH1OWgjAYUX8sZ5gihTv,41,"['bubblegum dance', 'europop', 'talent show']",200344
City High,spotify:artist:0LlPal5iJGcCWwZp8VefVs,42,[],37445
Casey Donahew,spotify:artist:4bbloxL2d1IeYwuT2eIgib,49,['classic texas country'],245453
iio,spotify:artist:5WVf5DCSYmK4JYD6vIcttw,40,['vocal house'],32113
2Pac,spotify:artist:1ZwdS5xdxEREPySFridCfh,76,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",17715246
Erick Sermon,spotify:artist:2VX0o9LDIVmKIgpnwdJpOJ,45,"['hardcore hip hop', 'hip hop']",230706
Lonestar,spotify:artist:3qbnxnvUqR14MJ9g8QwZJK,54,"['contemporary country', 'country', 'country road']",1402701
DJ Pied Piper & The Masters Of Ceremonies,spotify:artist:7KMddxPqjqv0fiucwg0c3D,35,['uk garage'],7574
OPM,spotify:artist:5X2XAU0eSvRPWUl9hUb9mV,36,['rap rock'],44245
3LW,spotify:artist:2lFHVcUeJ9Gq6AZiU3ZAOa,38,"['contemporary r&b', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",623044
Faithless,spotify:artist:5T4UKHhr4HGIC0VzdZQtAE,56,"['big beat', 'downtempo', 'electronica', 'trip hop']",654527
Billy Joel,spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,75,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",5907984
Emma Bunton,spotify:artist:2AEEnr6Le5zHzBwpnlZSmq,36,"['europop', 'talent show']",197028
Eve 6,spotify:artist:4Eqd24yS5YcxI8b6Xfuwr8,48,"['alternative metal', 'pop rock', 'post-grunge']",436390
So Solid Crew,spotify:artist:5Wri8vAevy1yYWqN8oGGpH,36,"['grime', 'uk garage']",64550
Wyclef Jean,spotify:artist:7aBzpmFXB4WWpPl2F7RjBe,69,['rap kreyol'],328360
Rvssian,spotify:artist:1fctva4kpRbg2k3v7kwRuS,73,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2464375
FloyyMenor,spotify:artist:7CvTknweLr9feJtRGrpDBy,78,['reggaeton chileno'],299261
Danny Ocean,spotify:artist:5H1nN1SzW0qNeUEZvuXjAj,74,"['pop venezolano', 'reggaeton', 'trap latino', 'urbano latino']",5375413
Lyanno,spotify:artist:1Ts9of7VPZElwPQnqnDSfW,70,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",1353072
Young Miko,spotify:artist:3qsKSpcV3ncke3hw52JSMB,79,"['trap latino', 'urbano latino']",2902119
Ryan Castro,spotify:artist:7j6DKwmjbxvpQO8h914uEz,75,"['reggaeton', 'trap colombiano', 'trap latino', 'urbano latino']",2441231
Rels B,spotify:artist:2IMZYfNi21MGqxopj9fWx8,82,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol', 'urbano latino']",6926910
SAIKO,spotify:artist:2O8vbr4RYPpk6MRA4fio7u,78,"['trap latino', 'urbano espanol', 'urbano latino']",884251
Pablo Chill-E,spotify:artist:2XcZshqzPKm3iZcmt73R8D,72,"['trap chileno', 'urbano chileno', 'urbano latino']",1319283
iZaak,spotify:artist:4s6Xg38sbqh4xpf4OqhVUK,69,"['reggaeton flow', 'trap latino', 'urbano latino']",152182
Xavi,spotify:artist:3Me35AWHCGqW4sZ7bWWJt1,80,['sad sierreno'],4286967
Chencho Corleone,spotify:artist:37230BxxYs9ksS7OkZw3IU,76,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",905095
Yeri Mua,spotify:artist:2Atk4SWx7daQtItQBa735M,66,['urbano mexicano'],1454840
Kidd Voodoo,spotify:artist:10VBp06W8NIgMW4JruLCC4,72,['urbano chileno'],248130
Darell,spotify:artist:1TtXnWcUs0FCkaZDPGYHdf,74,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",4359233
Luis R Conriquez,spotify:artist:0pePYDrJGk8gqMRbXrLJC8,80,"['corrido', 'corridos tumbados', 'norteno', 'sad sierreno', 'sierreno']",4972549
Sevdaliza,spotify:artist:5MraexJKZDrQYzS98kNwie,67,"['alternative r&b', 'art pop', 'escape room', 'persian electronic']",460529
Belinda,spotify:artist:5LeiVcEnsZcwc133TUhJNW,69,"['latin arena pop', 'latin pop', 'mexican pop']",2092224
Bhavi,spotify:artist:7fT2Me47PQ8T7954PKrcwR,70,"['argentine hip hop', 'trap argentino', 'trap triste']",1364463
Key Glock,spotify:artist:0RESbWvOMyua0yuyVrztJ5,74,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",1982130
The Academy: Segunda Misión,spotify:artist:4C3ZmIqca9MWwThLaYbfXu,72,[],84197
Gonzy,spotify:artist:4ixNZvQuuzCDxBsxO9zE6L,64,['urbano latino'],64315
Gaby Music,spotify:artist:1r3tpVQ08jFAA2P4xzV5o4,68,"['pop reggaeton', 'trap latino', 'urbano latino']",37293
Renn,spotify:artist:25HXdVQcRMRgDKWbk5cn0G,62,[],7711
El Malilla,spotify:artist:6BV37tKh6pY97mnNdTCzly,67,"['reggaeton mexicano', 'urbano mexicano']",534753
Alvaro Diaz,spotify:artist:5J7rXWjtn5HzUkJ4Jet8Fr,69,"['trap boricua', 'urbano latino']",646406
Bb trickz,spotify:artist:5QS9NAK4AgJPTcRe472pZA,56,[],122636
Ela Taubert,spotify:artist:5xS8cfsAaFyy188dNJGDbM,63,['colombian pop'],153644
Camilo,spotify:artist:28gNT5KBp7IjEOQoevXf9N,77,"['colombian pop', 'latin pop', 'latin viral pop', 'reggaeton colombiano']",18746976
Oscar Ortiz,spotify:artist:0FvHxb8a4I0A2i8jKCsFei,68,['corrido'],148903
Julión Álvarez y su Norteño Banda,spotify:artist:1bfl0AU8SqmLkElptOprhC,79,"['banda', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']",5037377
Mesita,spotify:artist:2IKdK6PbitvCiXt1t2bPU6,68,['rap uruguayo'],393388
Tiago PZK,spotify:artist:5Y3MV9DZ0d87NnVm56qSY1,77,"['trap argentino', 'trap latino', 'urbano latino']",4914314
Eladio Carrion,spotify:artist:5XJDexmWFLWOkjOEjOVX3e,79,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']",6696631
Timbaland,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,74,"['dance pop', 'pop', 'pop rap']",2814310
Kings of Leon,spotify:artist:2qk9voo8llSGYcZ6xrBzKx,73,"['modern rock', 'rock']",5325920
The Game,spotify:artist:0NbfKEOTQCcwd6o7wSDOHI,68,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",4779297
Toploader,spotify:artist:6xeFne1rkxMhKSW3ipvkdV,61,['british alternative rock'],89361
MGMT,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,71,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",3072327
Iyaz,spotify:artist:5tKXB9uuebKE34yowVaU3C,63,"['dance pop', 'pop rap', 'post-teen pop']",938604
Empire Of The Sun,spotify:artist:67hb7towEyKvt5Z8Bx306c,73,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']",1476562
Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,75,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",11649236
Sean Kingston,spotify:artist:6S0dmVVn4udvppDhZIWxCr,68,"['dance pop', 'miami hip hop', 'pop']",3245169
Owl City,spotify:artist:07QEuhtrNmmZ0zEcqE9SF6,65,"['indietronica', 'pop']",2340856
Plain White T's,spotify:artist:1g1yxsNVPhMUl9GrMjEb2o,60,"['modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock']",1234456
Mike Posner,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa,67,"['dance pop', 'pop', 'pop dance', 'pop rap']",1358756
Soulja Boy,spotify:artist:6GMYJwaziB4ekv1Y6wCDWS,65,"['atl hip hop', 'chicago bop', 'dance pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2028914
Wheatus,spotify:artist:4mYFgEjpQT4IKOrjOUKyXu,60,['pop rock'],205458
The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,77,"['album rock', 'british invasion', 'classic rock', 'rock']",13942659
AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,80,"['australian rock', 'hard rock', 'rock']",28359768
Tame Impala,spotify:artist:5INjqkS1o8h1imAzPqGZBb,78,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",7755008
Frank Sinatra,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,74,"['adult standards', 'easy listening', 'lounge']",7134912
Pearl Jam,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,73,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'permanent wave', 'rock']",8728826
Mariah Carey,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,74,"['dance pop', 'pop', 'urban contemporary']",9952708
Skrillex,spotify:artist:5he5w2lnU9x7JFhnwcekXX,73,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",7569155
Arijit Singh,spotify:artist:4YRxDV8wJFPHPTeXepOstw,87,"['filmi', 'modern bollywood']",110369362
Lil Peep,spotify:artist:2kCcBybjl3SAtIcwdWpUe3,80,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",12076372
Alan Walker,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,78,['electro house'],38582363
Disney,spotify:artist:3xvaSlT4xsyk6lY1ESOspO,79,['movie tunes'],516625
Luis Miguel,spotify:artist:2nszmSgqreHSdJA3zWPyrW,80,"['bolero', 'latin pop']",15424344
Romeo Santos,spotify:artist:5lwmRuXgjX8xIwlnauTZIP,79,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",20826257
Martin Garrix,spotify:artist:60d24wfXkVzDSfLS6hyCjZ,73,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",14992663
Sebastian Yatra,spotify:artist:07YUOmWljBTXwIseAUd9TW,77,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",22351299
Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,74,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']",6137693
Marília Mendonça,spotify:artist:1yR65psqiazQpeM79CcGh8,76,"['arrocha', 'sertanejo', 'sertanejo universitario']",33252964
Lauv,spotify:artist:5JZ7CnR6gTvEMKX4g70Amv,73,['pop'],6176592
ZAYN,spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,75,"['pop', 'uk pop']",22913259
Little Mix,spotify:artist:3e7awlrlDSwF3iM0WBjGMp,71,"['girl group', 'pop', 'talent show', 'uk pop']",11865924
Playboi Carti,spotify:artist:699OTQXzgjhIYAHMy9RyPD,86,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",10770504
Robin Schulz,spotify:artist:3t5xRXzsuZmMDkQzgOX35S,74,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",3080568
Ava Max,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F,78,['pop'],6811472
Machine Gun Kelly,spotify:artist:1lP7f2evgtQcghRmqkPb3j,8,[],2302
Kid Cudi,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,77,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",7027964
Macklemore,spotify:artist:3JhNCzhSMTxs9WLGJJxWOY,76,"['pop rap', 'seattle hip hop']",2303222
Christian Nodal,spotify:artist:0XwVARXT135rw8lyw1EeWP,79,"['mariachi', 'musica mexicana', 'ranchera']",14393803
Diplo,spotify:artist:5fMUXHkw8R8eOP2RNVYEZX,75,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",2600272
Carin Leon,spotify:artist:66ihevNkSYNzRAl44dx6jJ,83,"['corrido', 'musica mexicana', 'sad sierreno', 'sierreno']",11485176
Zara Larsson,spotify:artist:1Xylc3o4UrD53lo9CvFvVg,74,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",10421659
Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,73,"['hawaiian hip hop', 'pop rap']",5103355
Reik,spotify:artist:0vR2qb8m9WHeZ5ByCbimq2,75,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton']",8687833
David Bowie,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,74,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",10405171
Gusttavo Lima,spotify:artist:7MiDcPa6UiV3In7lIM71IN,76,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",20942741
Arcángel,spotify:artist:4SsVbpTthjScTS7U2hmr1X,81,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",14096400
Jhayco,spotify:artist:6nVcHLIgY5pE2YCl8ubca1,79,"['reggaeton', 'trap latino', 'urbano latino']",7609725
Slipknot,spotify:artist:05fG473iIaoy82BF1aGhL8,76,"['alternative metal', 'nu metal', 'rap metal', 'rock']",11095318
Led Zeppelin,spotify:artist:36QJpDe2go2KgaRleHCDTp,73,"['album rock', 'classic rock', 'hard rock', 'rock']",14255608
Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp,76,"['glam metal', 'rock']",13224633
Troye Sivan,spotify:artist:3WGpXCj9YhhfX11TToZcXP,75,"['australian pop', 'pop', 'viral pop']",8138154
John Legend,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,73,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",6756923
Zé Neto & Cristiano,spotify:artist:487N2T9nIPEHrlTZLL3SQs,77,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",19434506
Oasis,spotify:artist:2DaxqgrOhkeH0fpeiQq2f4,74,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",9920848
Bring Me The Horizon,spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF,77,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",5537708
Bryson Tiller,spotify:artist:2EMAnMvWE2eb56ToJVfCWs,80,"['kentucky hip hop', 'r&b', 'rap']",8420135
Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,73,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",11080725
Jack Johnson,spotify:artist:3GBPw9NK25X1Wt2OUvOwY3,74,['neo mellow'],3781475
Alok,spotify:artist:0NGAZxHanS9e0iNHpR8f2W,79,"['electro house', 'pop nacional', 'slap house']",11318310
French Montana,spotify:artist:6vXTefBL93Dj5IqAWq6OTv,72,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5401852
Gucci Mane,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,74,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5441830
Mitski,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,81,"['brooklyn indie', 'pov: indie']",7864100
Aventura,spotify:artist:1qto4hHid1P71emI6Fd8xi,78,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']",7918112
Luke Bryan,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,74,"['contemporary country', 'country', 'country road', 'modern country rock']",8581371
NAV,spotify:artist:7rkW85dBwwrJtlHRDkJDAC,69,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']",3454936
Felix Jaehn,spotify:artist:4bL2B6hmLlMWnUEZnorEtG,72,"['edm', 'german dance', 'pop dance', 'tropical house', 'uk dance']",1273340
Maná,spotify:artist:7okwEbXzyT2VffBmyQBWLz,75,"['latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']",10838200
Maria Becerra,spotify:artist:1DxLCyH42yaHKGK3cl5bvG,78,['pop argentino'],6351252
Dalex,spotify:artist:0KPX4Ucy9dk82uj4GpKesn,76,"['r&b en espanol', 'reggaeton', 'trap latino', 'urbano latino']",4840269
Matheus & Kauan,spotify:artist:2Z0lRIqr997lIUiPtrpKCr,75,"['agronejo', 'arrocha', 'pop nacional', 'sertanejo', 'sertanejo universitario']",10891470
Summer Walker,spotify:artist:57LYzLEk2LcFghVwuWbcuS,78,"['r&b', 'rap']",6391784
Bruce Springsteen,spotify:artist:3eqjTLE0HfPfh78zjh6TqT,74,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",6240518
Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA,78,['canadian contemporary r&b'],5835802
A.R. Rahman,spotify:artist:1mYsTxnqsietFxj1OgoGbG,77,['filmi'],46606075
Alejandro Fernández,spotify:artist:6sq1yF0OZEWA4xoXVKW1L9,73,"['latin arena pop', 'latin pop', 'mariachi', 'mexican pop', 'musica mexicana', 'ranchera']",7457985
Five Finger Death Punch,spotify:artist:5t28BP42x2axFnqOOMg3CM,71,"['alternative metal', 'groove metal', 'nu metal']",6324574
Rita Ora,spotify:artist:5CCwRZC6euC8Odo6y9X8jr,69,"['dance pop', 'pop', 'uk pop']",8274116
Aerosmith,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,73,"['album rock', 'classic rock', 'hard rock', 'rock']",14195169
Tove Lo,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,70,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",3559459
Hans Zimmer,spotify:artist:0YC192cP3KPCRWx8zr8MfZ,75,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",3926409
The Script,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,73,"['celtic rock', 'pop']",7974705
6ix9ine,spotify:artist:7gZfnEnfiaHzxARJ2LeXrf,69,['emo rap'],6782455
Sabrina Carpenter,spotify:artist:74KM79TiuVKeVCqs8QtB0B,85,['pop'],8534916
Cartel De Santa,spotify:artist:07PdYoE4jVRF6Ut40GgVSP,74,"['latin hip hop', 'mexican hip hop']",16245940
Stevie Wonder,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,73,"['motown', 'soul']",6415418
Mac DeMarco,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,77,"['edmonton indie', 'lo-fi indie', 'pov: indie', 'slacker rock']",5841045
The Offspring,spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,75,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",5534556
Ninho,spotify:artist:6Te49r3A6f5BiIgBRxH7FH,75,"['french hip hop', 'pop urbaine']",9650775
Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,69,"['acoustic pop', 'dance pop', 'neo mellow', 'pop']",7149106
Justin Quiles,spotify:artist:14zUHaJZo1mnYtn6IBRaRP,78,"['reggaeton', 'trap latino', 'urbano latino']",4531504
Ricardo Arjona,spotify:artist:0h1zs4CTlU9D2QtgPxptUD,73,"['cantautor', 'latin arena pop', 'latin pop']",12578677
Alessia Cara,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,69,"['canadian contemporary r&b', 'canadian pop', 'pop']",11763820
Ryan Lewis,spotify:artist:4myTppRgh0rojLxx8RycOp,72,['pop rap'],33126
Eagles,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,73,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",10595908
Chris Stapleton,spotify:artist:4YLtscXsxbVgi031ovDDdh,79,"['contemporary country', 'outlaw country']",7014678
TINI,spotify:artist:7vXDAI8JwjW531ouMGbfcp,77,"['latin pop', 'latin viral pop', 'pop argentino']",7869083
Phil Collins,spotify:artist:4lxfqrEsLX6N1N4OCSkILp,73,"['rock drums', 'soft rock']",5803523
Backstreet Boys,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7,73,"['boy band', 'dance pop', 'pop']",5639281
Disturbed,spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,74,"['alternative metal', 'nu metal', 'rap metal', 'rock']",6605228
